dt,dt_iso,timezone,city_name,lat,lon,temp,rain_1h,rain_3h
1586347200,2020-04-08 12:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,55.49,,
1586350800,2020-04-08 13:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,55.36,,
1586354400,2020-04-08 14:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.72,,
1586358000,2020-04-08 15:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,48.51,,
1586361600,2020-04-08 16:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,45.66,,
1586365200,2020-04-08 17:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43.63,,
1586368800,2020-04-08 18:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43,,
1586372400,2020-04-08 19:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.83,,
1586376000,2020-04-08 20:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.41,,
1586379600,2020-04-08 21:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.47,,
1586383200,2020-04-08 22:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.47,,
1586386800,2020-04-08 23:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.43,,
1586390400,2020-04-09 00:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.77,,
1586394000,2020-04-09 01:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,40.98,,
1586397600,2020-04-09 02:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,39.88,,
1586401200,2020-04-09 03:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,39.74,,
1586404800,2020-04-09 04:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,40.06,,
1586408400,2020-04-09 05:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,39.34,,
1586412000,2020-04-09 06:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,37.27,,
1586415600,2020-04-09 07:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,41.07,,
1586419200,2020-04-09 08:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43.59,,
1586422800,2020-04-09 09:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.96,,
1586426400,2020-04-09 10:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,45.34,,
1586430000,2020-04-09 11:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,47.48,,
1586433600,2020-04-09 12:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,47.61,,
1586437200,2020-04-09 13:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,47.62,,
1586440800,2020-04-09 14:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,48.02,,
1586444400,2020-04-09 15:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,48.07,,
1586448000,2020-04-09 16:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,47.28,,
1586451600,2020-04-09 17:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,45.86,,
1586455200,2020-04-09 18:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,45.03,,
1586458800,2020-04-09 19:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.56,,
1586462400,2020-04-09 20:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.47,,
1586466000,2020-04-09 21:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.33,,
1586469600,2020-04-09 22:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.33,,
1586473200,2020-04-09 23:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.17,,
1586476800,2020-04-10 00:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.37,,
1586480400,2020-04-10 01:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.37,,
1586484000,2020-04-10 02:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.19,,
1586487600,2020-04-10 03:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.17,,
1586491200,2020-04-10 04:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43.92,,
1586494800,2020-04-10 05:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43.66,,
1586498400,2020-04-10 06:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,43.12,,
1586502000,2020-04-10 07:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,44.19,,
1586505600,2020-04-10 08:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,45.73,,
1586509200,2020-04-10 09:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,48.63,,
1586512800,2020-04-10 10:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.38,,
1586516400,2020-04-10 11:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,53.31,,
1586520000,2020-04-10 12:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,56.05,,
1586523600,2020-04-10 13:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,57.29,,
1586527200,2020-04-10 14:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,55.94,,
1586530800,2020-04-10 15:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,54.84,,
1586534400,2020-04-10 16:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,54.41,,
1586538000,2020-04-10 17:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,53.06,,
1586541600,2020-04-10 18:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,52.99,,
1586545200,2020-04-10 19:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,52.34,,
1586548800,2020-04-10 20:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.46,,
1586552400,2020-04-10 21:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.97,,
1586556000,2020-04-10 22:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.76,,
1586559600,2020-04-10 23:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.08,0.5,
1586563200,2020-04-11 00:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.26,,
1586566800,2020-04-11 01:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.08,,
1586570400,2020-04-11 02:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.14,,
1586574000,2020-04-11 03:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.29,,
1586577600,2020-04-11 04:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.22,0.5,
1586581200,2020-04-11 05:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,50.76,,
1586584800,2020-04-11 06:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,51.26,1,
1586588400,2020-04-11 07:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,52.54,,
1586592000,2020-04-11 08:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,54.54,,
1586595600,2020-04-11 09:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,56.44,,
1586599200,2020-04-11 10:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,57.56,,
1586602800,2020-04-11 11:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,56.46,,
1586606400,2020-04-11 12:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,56.57,,
1586610000,2020-04-11 13:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,57.9,,
1586613600,2020-04-11 14:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,59.86,,
1586617200,2020-04-11 15:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,61.02,,
1586620800,2020-04-11 16:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,61.07,,
1586624400,2020-04-11 17:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,57.99,,
1586628000,2020-04-11 18:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,57.63,,
1586631600,2020-04-11 19:00:00 +0000 UTC,3600,Aberdeen,57.149717,-2.094278,55.94,,
